"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"EIGI","Endurance International Group Holdings, Inc.","14.74","1962969607.28","n/a","United States","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/eigi",
"NDRO","Enduro Royalty Trust","2.77","91410000","n/a","United States","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"EGN","Energen Corporation","48.77","3842999821.26","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","40.34","2508876955.54","n/a","United States","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","84.34","5245381319.54","n/a","United States","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/epc",
"WATT","Energous Corporation","6.35","82558966.2","n/a","United States","2014","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/watt",
"EFOI","Energy Focus, Inc.","16.41","164790040.5","n/a","United States","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/efoi",
"ERII","Energy Recovery, Inc.","2.28","119087104.08","n/a","United States","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"ETE","Energy Transfer Equity, L.P.","25.43","26820462455.48","n/a","United States","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","ENERGY TRANSFER PARTNERS","45.72","23315043753.36","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ENRJ^","EnerJex Resources, Inc.","7.05","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enrj^",
"ENRJ","EnerJex Resources, Inc.","0.58","4886013.38","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/enrj",
"ENOC","EnerNOC, Inc.","8.85","272946239.55","n/a","United States","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENS","Enersys","52.25","2423223121","n/a","United States","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EGL","Engility Holdings, Inc.","27.25","1003191609.75","n/a","United States","2015","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/egl",
"ENG","ENGlobal Corporation","1.07","30078495.01","n/a","United States","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ENLK","EnLink Midstream Partners, LP","17.04","5586794040","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"EBF","Ennis, Inc.","15.94","411427754.44","n/a","United States","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","11.51","379830000","n/a","United States","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"ENPH","Enphase Energy, Inc.","4.42","196941528.94","n/a","United States","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"NPO","Enpro Industries","43.04","944998936.8","n/a","United States","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ENSV","ENSERVCO Corporation","0.81","30870037.98","n/a","United States","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ensv",
"ESNC","EnSync, Inc.","0.5","19550604.5","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/esnc",
"ENFC","Entegra Financial Corp.","17.58","115085272.5","n/a","United States","2014","Finance","Banks","http://www.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","13.47","1893270798.75","n/a","United States","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ENTL","Entellus Medical, Inc.","22.75","426014020.25","n/a","United States","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/entl",
"ETM","Entercom Communications Corporation","10.71","424313492.4","n/a","United States","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"EAA","Entergy Arkansas, Inc.","25.1","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eaa",
"EAB","Entergy Arkansas, Inc.","24.4","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","23.3999","0","n/a","United States","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"ETR","Entergy Corporation","62.83","11279763968.62","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELA","Entergy Louisiana, Inc.","25.03","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ela",
"ELB","Entergy Louisiana, Inc.","25.17","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elb",
"ELJ","Entergy Louisiana, Inc.","24.84","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","23.55","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EFM","Entergy Mississippi, Inc.","25.8748","222782028","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/efm",
"EMQ","Entergy Mississippi, Inc.","25.83","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emq",
"EMZ","Entergy Mississippi, Inc.","26.15","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emz",
"ENJ","Entergy New Orleans, Inc.","24.49","0","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"EZT","Entergy Texas Inc","25.28","0","n/a","United States","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"ETRM","EnteroMedics Inc.","0.261","27771542.658","n/a","United States","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","21.35","220858192.1","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","24.21","483189474.6","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"EPD","Enterprise Products Partners L.P.","25.93","51941925420.12","n/a","United States","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","7.18","632433872.16","n/a","United States","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","30","1068518130","n/a","United States","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVI","EnviroStarm, Inc.","4.98","35027985.36","n/a","United States","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evi",
"EVA","Enviva Partners, LP","12.5","297628450","n/a","United States","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENVI","Envivio, Inc.","4.06","114562579.04","n/a","United States","2012","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/envi",
"ENZ","Enzo Biochem, Inc.","2.99","137716410","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"ENZN","Enzon Pharmaceuticals, Inc.","1.02","45066062.28","n/a","United States","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"EOG","EOG Resources, Inc.","76.43","41973175375.67","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","5.21","1296116369.35","n/a","United States","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","73.53","3658522356.18","n/a","United States","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPIQ","EPIQ Systems, Inc.","12.29","458952438.43","n/a","United States","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/epiq",
"EPRS","EPIRUS Biopharmaceuticals, Inc.","5.91","139285674.36","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eprs",
"EPZM","Epizyme, Inc.","20.65","853458305","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","73.59","550182094.44","n/a","United States","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EPR","EPR Properties","50.4","2913020258.4","n/a","United States","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","21.97","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","31.344","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","24.8","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","71.98","10970039920","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","27.46","7308890900","n/a","United States","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","72.28","5110752989.68","n/a","United States","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","97.83","11567841923.43","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQIX","Equinix, Inc.","289.7","16500861806.2","n/a","United States","2000","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","8.45","18885378.2","n/a","United States","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/eqfn",
"EQC","Equity Commonwealth","26.29","3411396026.06","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","24.6","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQC^E","Equity Commonwealth","25.59","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^e",
"EQCO","Equity Commonwealth","23.2544","0","n/a","United States","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","56","4719801968","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"ELS^C","Equity Lifestyle Properties, Inc.","25.8","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/els^c",
"EQY","Equity One, Inc.","23.12","2993810927.04","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqy",
"EQR","Equity Residential","70.58","25696926122.54","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.84","23319508.64","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","15.61","321291123.51","n/a","United States","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"ERB","ERBA Diagnostics, Inc.","1.8099","79791267.6891","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/erb",
"EAC           ","Erickson Incorporated","3.22","44542820.28","n/a","United States","2012","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/eac           ",
"ERIE","Erie Indemnity Company","80.24","3706414786.4","n/a","United States","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ERN","Erin Energy Corp.","4.09","865041736.23","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ern",
"ESCA","Escalade, Incorporated","17.91","252885797.1","n/a","United States","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESCR","Escalera Resources Co.","0.302","4320839.028","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/escr",
"ESCRP","Escalera Resources Co.","1.61","0","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/escrp",
"ESMC","Escalon Medical Corp.","1.1","8279073","n/a","United States","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESE","ESCO Technologies Inc.","35.49","926250635.31","n/a","United States","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESPR","Esperion Therapeutics, Inc.","47.61","1070688720.96","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"ESP","Espey Mfg. & Electronics Corp.","25.95","61298752.65","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esp",
"ESSA","ESSA Bancorp, Inc.","12.96","147910160.16","n/a","United States","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"ESND","Essendant Inc.","32.63","1240171053.03","n/a","United States","n/a","Consumer Services","Paper","http://www.nasdaq.com/symbol/esnd",
"ESS","Essex Property Trust, Inc.","212.51","13971326505.75","n/a","United States","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"ESS^H","Essex Property Trust, Inc.","25.88","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ess^h",
"ESSX","Essex Rental Corporation","0.4","9984609.2","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"EL","Estee Lauder Companies, Inc. (The)","76.38","28902068340.78","n/a","United States","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","81.46","2406793780.98","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"ETH","Ethan Allen Interiors Inc.","30.66","870962268.54","n/a","United States","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"ETSY","Etsy, Inc.","14.38","1609068880.28","n/a","United States","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/etsy",
"EEFT","Euronet Worldwide, Inc.","69.51","3664386821.55","n/a","United States","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"EEA","European Equity Fund, Inc. (The)","8.12","70799286.88","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"EVEP","EV Energy Partners, L.P.","6.81","332814227.19","n/a","United States","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
