SYMBOL,NAME,EXCHANGE
ALAT.L,AMUNDI ETF MSCI EM LATIN AMERICA EUR A/I,LSE
10471820.DU,GO DAX DAILY 2 G-CT,DUS
SC0Z.BE,SO SX 600 UT EUR-AC,BER
AMLP,ALERIAN MLP ETF,PCX
LYY5.MU,L UC ETF EURO D EUR,MUN
10200633.SW,ISHS EUR GOV EUR-AC,EBS
XSPR.L,DB X-TRACKERS DBX STOXX EUROPE ,LSE
AADR,ADVISORSHARES WCM/BNY MLNFCSD GR ADR ETF,PCX
EWH,ISHARES MSCI HONG KONG,PCX
38ED.L,PNA/HSBC 15 ELN,LSE
SMLP.F,SM US EN INF A G-CT,FRA
122291.L,ACGC/HSBC 14 ELN,LSE
LYQD.DE,L UC ETF TAIW C EUR,GER
SYBQ.SG,SSGA BAR 0-5 ST GBP,STU
EUN4.MU,ISHS EUR AGG B G-CT,MUN
C001.F,COMS DAX IC,FRA
TAN,GUGGENHEIM SOLAR ETF,PCX
INDS.L,LYXOR ETF S&P; 500 CAPPD INDUST SCT C-USD,LSE
VE45.BE,MKT VCTRS COLOMBIA,BER
1951019.SG,OVAG FIN VRN,STU
FHM.TO,FT ALPHADEX US MATERIALS SECTOR ETF,TOR
C005.MU,COMS SDAX IC,MUN
IPN,SPDR S&P; INTERNATIONAL INDL SECT ETF,PCX
4855256.DU,A JAP UCITS ETF EUR,DUS
PCSVE5ISHB.ST,OMXS30/SHB 15 CT,STO
DX29.F,DBXT MSCI PE 1CC,FRA
SCAD.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
VEFA.MU,MKTVCTRS AGRBSINESS,MUN
SHRT-LIVS-H.ST,BASKET/SHB 21 NTS,STO
XBAS.F,DBXT MSCI SING 1C,FRA
182480.KS,TIGER SYNTH-MSCI US REIT(H),KSC
16GI.L,HUL/HSBC16S APAC023,LSE
CB5.L,AMUNDI ETF MSCI EUROPE BANKS A/I,LSE
BULL-OLJA-X2-S.ST,BRN/SEB 22 NTS,STO
78HU.L,ABAN/HSBC 16,LSE
IYW,ISHARES US TECHNOLOGY,PCX
ERO,IPATH EUR/USD EXCHANGE RATE ETN,PCX
XS6R.L,DB X-TRACKERS DBX STOXX EUROPE ,LSE
FDT,FIRST TRUST DEV MKTS EX-US ALPHADEX ETF,PCX
KINA-BULL-AS.ST,CURRENCY/SEB 14,STO
FRC1.SG,UBS ETF FTSE250 AD,STU
SCHC,SCHWAB INTERNATIONAL SMALL-CAP EQ ETF,PCX
UC41.L,UBS ETF (IE) S&P; 500 SF,LSE
HEF.TO,HORIZONS ENHAN INC FINANCIALS ETF COMM,TOR
SMLN.SG,SOUJPX 400 ETF G-CT,STU
XSKR.MI,DBXT SE600 TEL 1C,MIL
GQ9.BE,SPDR GOLD,BER
20649124.DU,ISHS GL CO BN G-CT,DUS
63TU.L,BSKT/RBS 17 NTS,LSE
VHT.MX,VANGRD HLTH IDX,MEX
XB4A.HM,DBXT ATX 1C,HAM
ISQW.BE,ISHS GLBL TELECOM,BER
ISQK.BE,ISHS CR S&P; SM CAP,BER
CD91.HM,COMS NY A GOLD IC,HAM
10737567.SW,ISHS MSCI EU EUR-AC,EBS
LYYE.MU,L UCITS RUSS C EUR,MUN
UEF6.DE,UBS ETF BEUR1-5 AD,GER
ITLY,POWERSHARES DB ITALIAN TRSY BD FUTS ETN,PCX
C074.SG,COMS S600 RE IC,STU
RSM.AX,RUSSELL AUSTRALIAN SEMI-GOVT BD ETF,ASX
DLBL,IPATH US TREASURY LONG BOND BULL ETN,PCX
AUSE,WISDOMTREE AUSTRALIA DIVIDEND ETF,PCX
SGQP.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
LEM.PA,L U ETF E MKT C EUR,PAR
X017.DU,COMS M JAP IC,DUS
H4ZG.F,HSBC MSCI BRAZ G-CT,FRA
XLU.MX,SEL SCT UTILITIES,MEX
H4ZP.MU,HSBC MSCI CHIN G-CT,MUN
ETLN.SG,GO GLB NUC ENG G-CT,STU
PACEUA.MI,UBS ETF MSCI PA AD,MIL
XMM.TO,ISHARES MSCI EM MIN VOLATILITY,TOR
23776094.SG,SB CAPITAL 24 VRN,STU
DBZR.F,DBXT HSI SH DAY 2C,FRA
EXX7.HM,ISHS NIK 225 UC,HAM
M9SF.DE,RBS M A DGL A C,GER
LYMC.BE,L UC ETF KOR C EUR,BER
YGEA.AX,BETA GEAR EIN,ASX
12981968.DU,GO BOFAML G-CT,DUS
XSDS.L,DB X-TRACKERS DBX STOXX EUR 600,LSE
X502.SW,COMS ILSD1-3 IC,EBS
XAXJ.MI,DBXT MSCI AC AJ 1C,MIL
UDN,POWERSHARES DB US DOLLAR BEARISH ETF,PCX
XRU.NX,DBX RUSSELL 2000 1C,ENX
PUD.TO,PURPOSE US DIVIDEND ETF,TOR
FXIT.ME,FINEX MSCI USA USD,MCX
CRU1.L,ISHARES VII PLC ISHARES MSCI RU,LSE
XBAT.MI,DBX SOV EUR AAA 1C,MIL
IQQG.SG,ISHS EUR MR LG G-CT,STU
C4D.PA,AM CAC40 UCITS ETF ,PAR
LCTO.L,ETFS COMMODITY SECURITIES LIMIT,LSE
BEAR-GULL-DNM.OL,COMM/DNB 41 ETN,OSL
SXKEEXN.MX,ISEUSTTEL 30-15,MEX
EMCP.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
AHJ.MC,L U ETF/NA AS D EUR,MCE
X00980.TI,SX5E/SG ISSUER15ELN,TLO
BSCF,GUGGENHEIM BULLETSHRS2015 CORP BD ETF,PCX
11620778.SW,UBS HFRX CHF-A-ACC,EBS
VEFA.BE,MKTVCTRS AGRBSINESS,BER
FIVZ,PIMCO 3-7 YEAR U.S. TREASURY ETF,PCX
4IU3.BE,PWSH GLB LST PRV EQ,BER
TNOW.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
VOOX.DE,MUL LY DL F IN,GER
DBO.MX,PWRSHS DB OIL FD,MEX
EXSE.HM,ISHSSTXEUSM200,HAM
GGWA.MU,SAUR F-S ZIELV30 C,MUN
PBD.TO,PURPOSE TOTAL RETURN BOND ETF,TOR
540K.F,AM UK UCITS ETF,FRA
ITWN.L,ISHARES PLC ISHARES MSCI TAIWAN,LSE
BULL-OBX-X3-DNM.O,,
TLT.MX,ISH 20+Y TRS BD,MEX
UIQ9.F,UBS FTSE GBP-A-ACC,FRA
24315515.SG,BARC/MS 24,EWX
SHORT-SOCKE-A-S.S,,
EXX7.SG,ISHS NIK 225 UC,STU
IUSD.F,ISHS MSCI WD IS G-C,FRA
MDLL,DIREXION DAILY MID CAP BULL 2X ETF,PCX
DBXI.F,DBXT FTSE MIB 1D,FRA
HYGH,ISHARES INTEREST RATE HEDGED HIGH YLD BD,PCX
10010517.DU,ISHS S&P; SC600 G-CT,DUS
QQQ.MX,POWERSHARES QQQ,MEX
CMU.PA,A MSC EMU UCITS ETF,PAR
QUAL.AX,MARKET VECTORS MSCI WLD EX AUS QLTY ETF,ASX
SC0C.SG,SOU EU 600 EUR-A-AC,STU
DBXW.F,DBXT MSCI WORLD 1C,FRA
JB6W.F,J BAER SM EQ W SC,FRA
C070.SW,COMS S600 INS IC,EBS
EMI.MI,L UC ETF INF INV GR,MIL
4GX8.BE,GLBLX CHINA FIN ETF,BER
66927.L,RBS/INDX 14,LSE
P28168.MI,BPAMES123%E15,MIL
QGBR,SPDR MSCI UNITED KINGDOM QUAL MIX ETF,PCX
MLPW,UBS ETRACS WELLS FARGO MLP ETN,PCX
IXP.AX,ISHARES GLOBAL TELECOM (AU),ASX
24470374.L,CHEMICAL/HSBC15,LSE
D5BG.HM,DBX IE LC 1C,HAM
EMDG,EGSHARES EMERGING MARKETS DIV GR ETF,PCX
PXN,POWERSHARES LUX NANOTECH,PCX
EUNI.BE,ISHS MSCI EM M G-CT,BER
XDTK.L,DB X-TRACKERS MSCI TURKEY ETF (DR) 1D,LSE
IDJV.AS,ISHS EUR MA LA EUR,AMS
93QY.L,BASKET/BCS 14,LSE
LYHLTW.SW,MUL LY W HEAL C CC,EBS
EXI2.DU,ISHS DWJNGLTT50,DUS
GTAA,ADVISORSHARES MORG CRK GLBL TACTICL ETF,PCX
SESP.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
XG5D.L,DB X-TRACKERS II DBX IBOXX GBP ,LSE
H4ZN.MU,HSBC S&P; 40 G-CT,MUN
SYBD.SG,SSGA BR EURO CR EUR,STU
EXSC.DE,ISHS STXEULG200,GER
21846324.IR,UBS ETF MSCI UK AD,ISE
XWHD.MI,DBXT MSCI W HC 1C,MIL
1214173.DU,SPDR H CARES UC ETF,DUS
LGAS.L,ETFS COMMODITY SECURITIES LIMIT,LSE
RQC.TO,RBC TARGET 2015 CORPORATE BOND ETF,TOR
IRUB.BE,ISHS S&P; ASIA 50,BER
VHTX.SG,GO BOFAML G-CT,STU
EUNR.DU,ISHS EUR CRP B G-CT,DUS
PSTX-170.TA,SXXP/PSGT IND S170,TLV
XGIG.L,DB X-TRACKERS II DBX GLOBAL INF,LSE
ZSL,PROSHARES ULTRASHORT SILVER,PCX
51EV.L,BASKET/BARCLAYS 18,LSE
BUNL,POWERSHARES DB GERMAN BUND FUTURES ETN,PCX
NOBL,PROSHARES S&P; 500 DIVIDEND ARISTOCRATS,PCX
FLAT,IPATH US TREASURY FLATTENER ETN,PCX
EUNP.BE,,
LYS3.SG,L U ETF R1000 C EUR,STU
FXZ.MX,FSTTR MATRLS ALPDX,MEX
IDJG.SW,ISHS EUR MR LG EUR,EBS
IDVY.AS,ISHS EUR DIVID EUR,AMS
45ZE.L,BALRAMPUR/HSBC16VRN,LSE
18M6.DE,AM EU HEALTH UC ETF,GER
1170018.BE,ING CAP FR,BER
BULP.L,ETFS COMMODITY SECURITIES LIMIT,LSE
HOG.TO,HORIZONS CAN MIDSTREAM OIL & GAS ETF,TOR
UC14.L,UBS ETFS PLC UBS ETFS PLC - CMC,LSE
MXWO.L,SOURCE MSCI WORLD ETF,LSE
1880714.AS,IKB FUND TRUST VRN,AMS
TWON,IQ TAIWAN SMALL CAP ETF,PCX
CCOC.SW,CCOC/ETFS,EBS
13711579.SW,UBS ETF EMU SMC ID,EBS
C066.SW,COMS S600 FS IC,EBS
J40T.BE,PR ULSH 20+Y TR ETF,BER
10407898.DU,SOU 600 HEA EUR-AC,DUS
EL4K.MU,DK IB LSD 1-10,MUN
INXX,EGSHARES INDIA INFRASTRUCTURE ETF,PCX
E130.HM,COMS MSCI WEMEN IC,HAM
GC40.DU,A CAC40 UCITS ETF C,DUS
LYME.DU,L UC HK (HSI) D EUR,DUS
22534681.SW,UBS ETF MS2035 AD,EBS
10689810.SW,L UC BD EX FI C EUR,EBS
SCHF,SCHWAB INTERNATIONAL EQUITY ETF,PCX
IS3M.F,ISH EURO ULTBD G-CT,FRA
DBX1.SG,DBXT MSCI EM 1C,STU
ENER.MC,L UC ETF N EN D EUR,MCE
18MQ.DE,A WLD EX EU ETF EUR,GER
IBTM.L,ISHARES II PLC ISHARES $ TREASU,LSE
ENMK-57.TA,MAKAM/INDEX SAL S57,TLV
EWG,ISHARES MSCI GERMANY,PCX
LYM5.MU,L UCITS 5-7Y INV GR,MUN
XDJP.MI,DBX NIKKEI 225 DR,MIL
LYPX.F,MUL LY BC MOM CC,FRA
TCBYO-88.TA,TASEBM/TACH CMP S88,TLV
XMRD.L,DB X-TRACKERS DBX MSCI RUSSIA 2,LSE
BXDD,BARCLAYS SHORT D LVGD INV S&P; 500 TR ETN,PCX
CBU7.L,ISHARES VII PLC ISHARES USD TSY,LSE
KOL,MARKET VECTORS COAL ETF,PCX
MVOL.L,ISHARES MSCI WORLD MINIMUM VOLATILITY,LSE
006204.TW,SINOPAC TAIEX ETF,TAI
18M5.F,AM CONS STAP UC ETF,FRA
PLUSA.SW,UBSETFPLDM USD ADIS,EBS
LIT,GLOBAL X LITHIUM ETF,PCX
CBD.TO,ISHARES BALANCED INC COREPORTFOLIO COMM,TOR
IITB.L,ISHARES ITALY GOVERNMENT BOND,LSE
10663497.F,BCO BRASI JRSFRN-S,FRA
GMOM,CAMBRIA GLOBAL MOMENTUM ETF,PCX
4998880.SG,8.625 ABINBEV17EMTN,STU
EDSG.MU,ETFS GOLD-TU,MUN
X503.DE,COMS ILSD3-5 IC,GER
XSC.PA,DBXT ES50 1C,PAR
IS0F.MU,ISHS GLD PRD USD-AC,MUN
PGHY,POWERSHARES GLOBAL SHRTTERM HIYLD BD ETF,PCX
O090.L,ISHARES PLC ISHARES FTSE EPRA/N,LSE
VE42.MU,MK VCT JR GLD MINER,MUN
ENGN,ISHARES INDUSTRIALS BOND,PCX
DXS0.MU,DBXT SLI 1D,MUN
EEMB.L,ISHARES II PLC ISHARES J.P. MOR,LSE
51FJ.L,AL RAJHI/HSBC 15ELN,LSE
IQQN.MU,ISHS MSCI NH AM G-C,MUN
LVE.PA,L UC ETF STX 50 LEV,PAR
XELL.DE,DBXT2 I EU5 DTR 1CC,GER
ISVQ.BE,ISHS MSCI ITA CP,BER
LYHSI.SW,L UC HK (HSI) D USD,EBS
77TF.L,INDEX/RBS 15,LSE
PHAL.L,ETFS INDUSTRIAL METAL SECURITIE,LSE
ITWN.SW,ISHARES MSCI TA USD,EBS
HOGS.MI,HOGS/ETFS,MIL
IH2O.MI,ISHS GLB WATER USD ,MIL
RQFI.L,DB X-TRACKERS DBXT HARVEST CSI3,LSE
RSX,MARKET VECTORS RUSSIA ETF,PCX
JBGOGX.SW,JB PHYSGD AX (GBP),EBS
UC19.L,UBS ETF (IE) HFRX GLOBAL HF SF USD,LSE
1099331.F,DEUT TEL 30 VRN ,FRA
IXJ.MX,ISHS GLBL HLTH,MEX
C053.F,COMS ES50 D LEV IC,FRA
13635825.SW,UBS ETF MJI2035 AD,EBS
14338745.SW,L UC BD 5-7Y C EUR,EBS
24020108.SW,UBS ETF BUS 1-5 AHD,EBS
M9SB.BE,RBS M A RICI A C,BER
IYK.MX,ISH US CONS GDS,MEX
XLA.PA,DBXT MSCI EM LA 1C,PAR
IEMI.AS,ISHS EM MK INFR USD,AMS
22619098.IR,FINEX MSCI USA USD,ISE
VBG.TO,VANGUARD GLOBAL EX-US AGGT BD ETF CAD-H,TOR
ISVI.MU,ISHS MSCI BR CP,MUN
KTA75-31.TA,TA75/KSM SAL S31,TLV
XTL,SPDR S&P; TELECOM ETF,PCX
WYDE,PROSHARES CDS SHRT NRTH AMER HY CRDT ETF,BTS
091170.KS,KODEX BANKS,KSC
1980607.SG,NBOG VRN REG-S,STU
TGTLDB-4.TA,T-D20/TACHLIT GL S4,TLV
63XY.L,YTCH/HSBC WT21,LSE
EUN3.MU,ISHS GLB GOV B G-CT,MUN
AGRG.L,"UBS AG, LONDON BRANCH",LSE
VEFP.HM,MKT VECTORS GAMING,HAM
HYD,MARKET VECTORS HIGH-YIELD MUNICIPAL ETF,PCX
10280250.DU,DK MSCI MC US,DUS
C076.F,COMS S600 TECH IC,FRA
SPYP.SG,SSGA SPDR MA EUR-AC,STU
GBS.MI,GOLD/GOLD BULLION,MIL
ZSIL.SW,ZKB SILVERETF AACHF,EBS
2201273.BE,BANCA POPOLARE VRN,BER
94BG.L,SAUDI/HSBC 17,LSE
SJL,PROSHARES ULTRASHORT RUSSELL MIDCAP VAL,PCX
WP0F.F,WPP 43 SRN,FRA
UXM.TO,FIRST ASSET MSTARUSDIVTGT50 ETF CADHCOMM,TOR
LVL,GUGGENHEIM S&P; GLOBAL DIV OPPS IDX ETF,PCX
UBU3.F,UBS MSCI USA USD-A-,FRA
X021.DU,COMS M USA LG IC,DUS
DBX5.MU,DBXT MSCI TAIW 1C,MUN
DX22.MU,DBXT2 EONIA 1D,MUN
XSTR.MI,DBXT2 GBP CASH 1D,MIL
XMHC.BE,ISH L EMU MC C,BER
EPOL.MX,ISH MSCI PL CP,MEX
SCTO.L,ETFS COMMODITY SECURITIES LIMIT,LSE
TZV,ISHARES TARGET DATE 2040,PCX
DXSC.DE,DBXT S E 600 BR 1C,GER
CEMG.F,ISHS MSCI EMCO G-CT,FRA
PNDX.LS,COMS NASDAQ 100 IC,LIS
IBCF.DU,ISHS S&P500; G-CT,DUS
13042405.DU,UBS ETF M PA SR AD,DUS
GAF,SPDR S&P; EMERGING MIDDLE EAST&AFR; ETF,PCX
KND15-16.TA,RE15/KSM SAL S16,TLV
77UU.L,RELCAPITAL/HSBC 16,LSE
H4ZC.F,HSBC MSCI JAP G-CT,FRA
51KU.L,ALDAR/HSBC 15 ELN,LSE
XB4S.DU,DBXT S&P; 500 EW 1C,DUS
X025.BE,COMS M EU MD IC,BER
C054.SW,COMS FR ES 50 IDD,EBS
540F.DE,AM MSCI BRAZ UC ETF,GER
11824299.DU,HSBC MSCI BRAZ G-CT,DUS
TRSY.L,SPDR® BARCLAYS US TREASURY BOND ETF,LSE
EXI6.HM,ISHSSTXNA600REC,HAM
XMKH.DE,DBXT MSCI EMHEA 1C,GER
13636144.SW,UBS ETF MEI2035 ID,EBS
GC2U.SG,AM MSCI USA UC ETF,STU
EXC.PA,DJ B C 15 UC ETF EU,PAR
XDUK.L,DB X-TRACKERS DBXT FTSE100 (DIR,LSE
SRECHA.SW,UBSSXIREFD CHF ADIS,EBS
EXSC.SG,ISHS STXEULG200,STU
DON.MX,WSDMR MIDCP DIV-SBI,MEX
10XK.L,COMI/HSBC 14 ELN,LSE
TELW.BR,MUL LY W TEL S C ,BRU
HLTW.MI,MUL LY W HEAL C CC,MIL
ISVR.BE,ISHS MSCI NL,BER
ETLV.DE,GO S-NET GLB A G-CT,GER
UIM1.SG,UBS ETF ES50A,STU
LSK8.MU,L UC E S.50 D.DO.SH,MUN
10XI.L,SKPC/HSBC 14 ELN,LSE
C066.DU,COMS S600 FS IC,DUS
XDEM.L,DB X-TRACKERS EQUITY MOMENTUM FCTR(DR)1C,LSE
STIM.MI,STIM/ETFS,MIL
C067.DU,COMS S600 FB IC,DUS
FOOE.L,"UBS AG, LONDON BRANCH",LSE
KGL5+-97.TA,GAL5+/KSM SAL S97,TLV
12980519.DU,ISHSE600BR(DE),DUS
UCC,PROSHARES ULTRA CONSUMER SERVICES,PCX
SPGH,UBS ETRACS S&P; 500 GOLD HEDGED ETN,PCX
EXHH.DE,IS EGBC 2.5-5.5,GER
XMKM.F,DBXT MSCI EMMAT 1C,FRA
IUSL.F,ISHS DJ GLB SU G-CT,FRA
ISQI.HM,ISHS NASDAQ BIOTECH,HAM
LYYI.F,L U ETF ST E600 RET,FRA
ZHY.TO,BMO HIGH YLD US CORP BD HDGD TO CAD ETF,TOR
ISQY.BE,ISH RUSS 1000,BER
12981038.DU,GO DJ GLB SEL G-CT,DUS
DX2S.BE,DBX ASX 200 1C,BER
SC0J.MU,SO MSCI WO USD-A-AC,MUN
21966783.IR,UBS ETF MC100HG AC,ISE
EXHF.F,ISEGBC 1.5-10.5,FRA
13837616.MU,9.75 BRASIL16 SRN,MUN
IQQ0.HM,ISH MSCI WO MI G-CT,HAM
XACT-KONSUMENT.ST,SHB X NORD CON ETFC,STO
EL4H.SG,DK MSCI EU LC,STU
LYY5.SG,L UC ETF EURO D EUR,STU
CT5.L,AMUNDI ETF MSCI EUROPE TELECOM SRVCS A/I,LSE
2SIS.L,BOOST SILVER 2X SHORT DAILY ETP,LSE
67321.L,6.247 CBB 14 REG-S,LSE
MGT.PA,L UCITS GLOB TIT 50,PAR
PFA.MI,POWSHS FTSE ASI USD,MIL
SJPP.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
BRF.MX,MKT VECTR BRAZIL SC,MEX
IQQ8.BE,ISHS FTSEURO 80 G-C,BER
11599693.SG,ARCEL 20 SRN,STU
FCA,FIRST TRUST CHINA ALPHADEX ETF,PCX
H4ZT.SG,HSBC MSCI INDO G-CT,STU
XSD.MX,SPDR S&P; SEMICONDUC,MEX
DXST.F,DBX  CROSSD 1C,FRA
SU7.PA,A SUT7-10 UC ETF C,PAR
XEA.PA,DBXT MSCI EMEA 1C,PAR
XWST.L,DB X-TRACKERS DB X-TRACKERS MSC,LSE
LYQE.DU,L UC ETF MAL C EUR,DUS
SSGU.HM,SPDR S&P; EMG MIEAFR,HAM
PJSA.MU,PIMCO EM MK USD-ACC,MUN
UBUB.SG,UBS SO GL OI USD-A-,STU
XWLD.L,CONCEPT FUND SOLUTIONS PLC DBXT,LSE
GRWN,IPATH PURE BETA SOFTS ETN,PCX
CT5.PA,AM EUR TELEC UC ETF,PAR
89RN.L,EQDIVISLAB/HSBC 17,LSE
12QR.L,JARIR/HSBC 15 ELN,LSE
CD91.F,COMS NY A GOLD IC,FRA
PCEF.MX,PRSHS CEF INC COMP,MEX
T9010-34.TA,BSKT/TACHLIT CP S34,TLV
INS.PA,L UC ETF E600 INSUR,PAR
FXGD.AS,FINEX PH HEL USD-AC,AMS
DBZB.DE,DBXT2 GL SU  1C,GER
AMEM.HM,A EM MKT UC ETF EUR,HAM
C1U.PA,A FTS100 UC ETF EUR,PAR
C025.SG,COMS MSCI J100 IC,STU
GC2U.F,AM MSCI USA UC ETF,FRA
11620753.SW,UBS HFRX EUR-A-ACC,EBS
VV.MX,VANGRD LRG-CAP ,MEX
IUSK.SG,ISHS DJ EUR SU G-CT,STU
UDNT,POWERSHARES DB 3X SHORT US DLLR FUTS ETN,PCX
IS0Y.F,ISHS EUR CRP I G-CT,FRA
CSMB,CREDIT SUISSE LVRGD MERGER ARBTRG ETN,PCX
XGII.F,DBX GLBL INF L ETF,FRA
EL41.DU,DK MSCI MC US,DUS
IQQ1.F,ISHS FTSEUR 100 G-C,FRA
M9SE.SG,RBS M A DJ T20,STU
US3.PA,A US T 3-7 UC ETF C,PAR
BEAR-PLATIN-X4-S.ST,PL/SEB 22 NTS,STO
STP.PA,SSGA SPDR MA EUR-AC,PAR
XSD2.L,DB X-TRACKERS DBX SHORTDAX X2 D,LSE
VGT.MX,VANGRD INF TECH IDX,MEX
200250.KS,KOSEF SYNTH-INDIA(H),KSC
VGK.MX,VGD FTSE EUROPE,MEX
SXRH.F,ISHS MSCI JP USD-AC,FRA
LYQ6.DU,L UCITS 10-15Y I GR,DUS
YSSO.AX,SPDR SMALL ORDS EIN,ASX
IQQC.BE,ISHS CHIN LA CA G-C,BER
95FQ.L,INDEX/RBS 15,LSE
EXS1.MI,ISHCRDAXUCIETF T,MIL
XMKR.DE,DBXT RUSSEL MID 1C,GER
18MJ.DU,AM MSCI GERM UC ETF,DUS
X011.SW,COMS M EU IC,EBS
IPAL,VELOCITYSHARES 2X INVERSE PALLADIUM ETN,PCX
CMB1.L,ISHARES VII PLC ISHARES FTSE MI,LSE
SSGF.HM,SPDR S&P; BIOTECH,HAM
XMLD.L,DB X-TRACKERS DBX MSCI EM LATAM,LSE
JNKE.L,SPDR® BARCLAYS EURO HIGH YIELD BOND ETF,LSE
STAA.L,MULTI UNITS FRANCE LYXOR ETF MS,LSE
SRTY,PROSHARES ULTRAPRO SHORT RUSSELL2000,PCX
PJSB.MU,PIMCO US DL SH USD,MUN
EXHG.DU,IS EGBC 1.5-2.5,DUS
IUS4.BE,ISHS MSCI JAP USD,BER
XMHC.F,ISH L EMU MC C,FRA
DX2V.F,DBX S&P500; S 1C,FRA
140950.KS,POWER K100,KSC
DBPQ.DU,DBXT MSCI W CS 1C,DUS
HAF.TO,HORIZONS ACT YIELD MATCHED DUR ETF COMM,TOR
1214187.SW,,
091220.KS,TIGER BANKS ETF,KSC
SC0F.SG,SOU EU SMA EUR-A-AC,STU
FAB.MX,FT MC VAL ALPHADEX,MEX
IBCX.L,ISHARES PLC ISHARES EURO CORP B,LSE
P3W7.BE,PWRSHS GLD DRG CHIN,BER
PEY,POWERSHARES HIGH YLD EQ DIV ACHIEV ETF,PCX
IUS4.HM,ISHS MSCI JAP USD,HAM
XMJP.MI,DBXT MSCI JAP 1C,MIL
LYYN.F,L UC ETF AUT PARTS,FRA
XCDS.MI,DBXT2 I CR2SDU 1CC,MIL
DXJH,WISDOMTREE JAPAN HEDGED HEALTH CARE ETF,PCX
NIB,IPATH DJ-UBS COCOA SUBTR ETN,PCX
MRIC.SW,RBS MAR ICI C,EBS
SYIVOHY.CO,SYD VIRKSOMH HY,CPH
GXF.TO,FIRST ASSET GOVT BD BARBELL ETF COMM,TOR
2800.HK,TRACKER FUND,HKG
PMXWD-72.TA,MXWD/PSAGOT S72,TLV
LYY4.HM,L UCITS JAP D EUR,HAM
XGIN.MI,DBX GLBL ILU EUR 1C,MIL
RSCO.MX,SPDR RUSS SC COMPL,MEX
LYY1.BE,L UC ETF EMU SM CAP,BER
PSU.MI,POWSHS GLO AGRI USD,MIL
DBXV.F,DBX RUSSIA CAP 1C,FRA
DEE,POWERSHARES DB COMMODITY DOUBLE SHRT ETN,PCX
PMXWO-70.TA,MXWO/PSAGOT S70,TLV
RRF,WISDOMTREE GLOBAL REAL RETURN ETF,PCX
IS3K.F,ISH USD SH DUR G-CT,FRA
DBXZ.DE,DBXT FTSE ALL-S 1D,GER
ALTE.L,GO UCITS ETF SOLUTIONS PLC ETFS,LSE
119040.L,NAPI/HSBC 14 ELN,LSE
ITS2.MI,GO FTSE MIB SPR EUR,MIL
1JAS.L,BOOST TOPIX 1X SHORT DAILY ETP,LSE
STAG.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
IUSP.F,ISHS EM MKS LOC G-C,FRA
P28135.MI,BPAAAA112%E15,MIL
BBH.MX,MKT VEC BIOTECH ETF,MEX
EXSD.BE,ISHSSTXEUMD200,BER
FAB,FIRST TRUST MULTI CAP VAL ALPHADEX ETF,PCX
X024.DE,COMS M EU LG IC,GER
VWRL.L,VANGUARD FTSE ALL-WORLD ETF (IE),LSE
FTSD,FRANKLIN SHORT DURATION US GOVT ETF,PCX
DIA.AS,SPDR DJ IND AVG UTS,AMS
LYPT.SG,MUL LY C SPT60 D,STU
EUNL.SG,ISHS CR WD USD-AC,STU
IUS7.F,ISHS JPMG US MK G-C,FRA
EXV9.F,ISHSEU600T&L;,FRA
DBXA.HM,DBXT MSCI EU 1C,HAM
DJLEV.MI,L UC ETF STX 50 LEV,MIL
LHEA.L,ETFS COMMODITY SECURITIES LIMIT,LSE
IUSP.HM,ISHS EM MKS LOC G-C,HAM
XUKS.SW,DBXT FTSE100 SH 1C,EBS
USDU,WISDOMTREE BLOOMBERG US DLLR BULLISH ETF,PCX
10200702.SW,ISHS USD INF USD-AC,EBS
TCS60-68.TA,SXXP/TACH GLB S68,TLV
IBCF.HM,ISHS S&P500; G-CT,HAM
ZFS.TO,BMO SHORT FEDERAL BOND ETF,TOR
LYMF.BE,L UC ETF SEL DIV 30,BER
X011.F,COMS M EU IC,FRA
PGF,POWERSHARES FINANCIAL PREFERRED ETF,PCX
IHSXF.PK,ISHARES PLC - ISHARE,PNK
FONE,FIRST TRUST NASDAQ CEA SMARTPHONE ETF,PCX
OSMS,BARCLAYS OFI STEELPATH MLP ETN,PCX
C4S.PA,AM SH CAC40 UC ETF,PAR
KCRAV3JSHB.ST,BASKET/SHB 13,STO
ERNE.AS,ISH EURO ULT BD EUR,AMS
IUS7.DE,ISHS JPMG US MK G-C,GER
CMF,ISHARES CALI AMT-FREE MUNI BOND,PCX
1189343.SW,L UC ETF S 50 D EUR,EBS
EXI.MX,ISHS GLB INDUSTR,MEX
GS5EUA.MI,UBS ETF MIE 510 AD,MIL
C076.BE,COMS S600 TECH IC,BER
TNA,DIREXION DAILY SMALL CAP BULL 3X ETF,PCX
TCIP-110.TA,IPXO/TACH COMP S110,TLV
TWNL.L,LYXOR INTERNATIONAL ASSET MANAG,LSE
139220.KS,TIGER CONSTRUCTION&,KSC
O012.L,ISHARES PLC ISHARES DJ EURO STO,LSE
LYY0.DU,L U ETF AL CO C EUR,DUS
DBZR.SG,DBXT HSI SH DAY 2C,STU
